2|269|-1
2|270|-1
2|271|-1
2|272|-1
2|273|-1
2|274|-1
2|275|-1
2|276|-1
2|277|-1
2|278|-1
2|279|-1
2|280|-1
2|281|-1
2|282|-1
2|283|-1
2|284|-1
2|285|-1
2|286|-1
2|287|-1
2|288|-1
2|289|-1
2|290|-1
2|291|-1
2|292|-1
2|293|-1
2|294|-1
2|295|-1
2|296|-1
2|297|-1
2|298|-1
2|299|-1
3|300|-1
3|301|-1
3|302|-1
3|303|-1
3|304|-1
3|305|-1
3|306|-1
3|307|-1
3|308|-1
3|309|-1
3|310|-1
3|311|-1
3|312|-1
3|313|-1
3|314|-1
3|315|-1
3|316|-1
3|317|-1
3|318|-1
3|319|-1
3|320|-1
3|321|-1
3|322|-1
3|323|-1
3|324|-1
3|325|-1
3|326|-1
3|327|-1
3|328|-1
3|329|-1
3|330|-1
3|331|-1
3|332|-1
3|333|-1
3|334|-1
3|335|-1
3|336|-1
3|337|-1
3|338|-1
3|339|-1
3|340|-1
3|341|-1
3|342|-1
3|343|-1
3|344|-1
3|345|-1
3|346|-1
3|347|-1
3|348|-1
3|349|-1
3|350|-1
3|351|-1
3|352|-1
3|353|-1
3|354|-1
3|355|-1
3|356|-1
3|357|-1
3|358|-1
3|359|-1
3|360|-1
3|361|-1
3|362|-1
3|363|-1
3|364|-1
3|365|-1
3|366|-1
3|367|-1
3|368|-1
3|369|-1
3|370|-1
3|371|-1
3|372|-1
3|373|-1
3|374|-1
3|375|-1
3|376|-1
3|377|-1
3|378|-1
3|379|-1
3|380|-1
3|381|-1
3|382|-1
3|383|-1
3|384|-1
3|385|-1
3|386|-1
3|387|-1
3|388|-1
3|389|-1
3|390|-1
3|391|-1
3|392|-1
3|393|-1
3|394|-1
3|395|-1
3|396|-1
3|397|-1
3|398|-1
3|399|-1
4|400|-1
4|401|-1
4|402|-1
4|403|-1
4|404|-1
4|405|-1
4|406|-1
4|407|-1
4|408|-1
4|409|-1
4|410|-1
4|411|-1
4|412|-1
4|413|-1
4|414|-1
4|415|-1
4|416|-1
4|417|-1
4|418|-1
4|419|-1
4|420|-1
4|421|-1
4|422|-1
4|423|-1
4|424|-1
4|425|-1
4|426|-1
4|427|-1
4|428|-1
4|429|-1
4|430|-1
4|431|-1
4|432|-1
4|433|-1
4|434|-1
4|435|-1
4|436|-1
4|437|-1
4|438|-1
4|439|-1
4|440|-1
4|441|-1
4|442|-1
4|443|-1
4|444|-1
4|445|-1
4|446|-1
4|447|-1
4|448|-1
4|449|-1
4|450|-1
4|451|-1
4|452|-1
4|453|-1
4|454|-1
4|455|-1
4|456|-1
4|457|-1
4|458|-1
4|459|-1
4|460|-1
4|461|-1
4|462|-1
4|463|-1
4|464|-1
4|465|-1
4|466|-1
4|467|-1
4|468|-1
4|469|-1
4|470|-1
4|471|-1
4|472|-1
4|473|-1
4|474|-1
4|475|-1
4|476|-1
4|477|-1
4|478|-1
4|479|-1
4|480|-1
4|481|-1
4|482|-1
4|483|-1
4|484|-1
4|485|-1
4|486|-1
4|487|-1
4|488|-1
4|489|-1
4|490|-1
4|491|-1
4|492|-1
4|493|-1
4|494|-1
4|495|-1
4|496|-1
4|497|-1
4|498|-1
4|499|-1
5|500|-1
5|501|-1
5|502|-1
5|503|-1
5|504|-1
5|505|-1
5|506|-1
5|507|-1
5|508|-1
5|509|-1
5|510|-1
5|511|-1
5|512|-1
5|513|-1
5|514|-1
5|515|-1
5|516|-1
5|517|-1
5|518|-1
5|519|-1
5|520|-1
5|521|-1
5|522|-1
5|523|-1
5|524|-1
5|525|-1
5|526|-1
5|527|-1
5|528|-1
5|529|-1
5|530|-1
5|531|-1
5|532|-1
5|533|-1
5|534|-1
5|535|-1
5|536|-1
5|537|-1
5|538|-1
5|539|-1
5|540|-1
5|541|-1
5|542|-1
5|543|-1
5|544|-1
5|545|-1
5|546|-1
5|547|-1
5|548|-1
5|549|-1
5|550|-1
5|551|-1
5|552|-1
5|553|-1
5|554|-1
5|555|-1
5|556|-1
5|557|-1
5|558|-1
5|559|-1
5|560|-1
5|561|-1
5|562|-1
5|563|-1
5|564|-1
5|565|-1
5|566|-1
5|567|-1
5|568|-1
5|569|-1
5|570|-1
5|571|-1
5|572|-1
5|573|-1
5|574|-1
5|575|-1
5|576|-1
5|577|-1
5|578|-1
5|579|-1
5|580|-1
5|581|-1
5|582|-1
5|583|-1
5|584|-1
5|585|-1
5|586|-1
5|587|-1
5|588|-1
5|589|-1
5|590|-1
5|591|-1
5|592|-1
5|593|-1
5|594|-1
5|595|-1
5|596|-1
5|597|-1
5|598|-1
5|599|-1
1|2|0
1|3|0
1|4|0
1|5|0
2|3|0
2|4|0
2|5|0
3|4|0
3|5|0
4|5|0
